age_from,age_to,node,knn_stability
6,7,B90-B94,0.06382978723404255
6,7,K00-K14,0.47058823529411764
6,7,F20-F29,0.42857142857142855
6,7,E50-E64,0.47058823529411764
6,7,A20-A28,0.08695652173913043
6,7,E15-E16,0.3888888888888889
6,7,H49-H52,0.5625
6,7,L60-L75,0.3157894736842105
6,7,N17-N19,0.5151515151515151
6,7,H30-H36,0.5625
6,7,E00-E07,0.5151515151515151
6,7,H00-H06,0.47058823529411764
6,7,I80-I89,0.6666666666666666
6,7,H25-H28,0.5625
6,7,J60-J70,0.5625
6,7,K70-K77,0.47058823529411764
6,7,G60-G64,0.5625
6,7,D60-D64,0.6129032258064516
6,7,L10-L14,0.16279069767441862
